gene_name,gene_id,transcript_id
ARAP1,ENSG00000186635.14,ENST00000393609.7
KIF24,ENSG00000186638.16,ENST00000402558.6
PDE2A,ENSG00000186642.15,ENST00000334456.9
CARMIL3,ENSG00000186648.14,ENST00000342740.5
PRG2,ENSG00000186652.9,ENST00000311862.9
PRR5,ENSG00000186654.20,ENST00000403581.5
ZFP91,ENSG00000186660.14,ENST00000316059.6
C17orf58,ENSG00000186665.9,ENST00000449250.3
BCDIN3D,ENSG00000186666.5,ENST00000333924.5
MAGEE2,ENSG00000186675.6,ENST00000373359.3
CYP27C1,ENSG00000186684.12,ENST00000335247.11
LYRM7,ENSG00000186687.15,ENST00000379380.8
CFAP73,ENSG00000186710.11,ENST00000335621.10
CCDC73,ENSG00000186714.12,ENST00000335185.9
BCR,ENSG00000186716.20,ENST00000305877.12
OR10H1,ENSG00000186723.4,ENST00000641419.1
MPPED1,ENSG00000186732.13,ENST00000417669.6
FSCN2,ENSG00000186765.11,ENST00000334850.7
FOXI2,ENSG00000186766.7,ENST00000388920.4
SPIN4,ENSG00000186767.6,ENST00000374884.2
ZNF732,ENSG00000186777.11,ENST00000419098.5
SPIN2B,ENSG00000186787.8,ENST00000333933.3
SPATA31D3,ENSG00000186788.13,ENST00000445385.2
FOXE3,ENSG00000186790.5,ENST00000335071.3
HYAL3,ENSG00000186792.16,ENST00000336307.5
KCNK18,ENSG00000186795.1,ENST00000334549.1
IFNA10,ENSG00000186803.3,ENST00000357374.2
VSIG10L,ENSG00000186806.5,ENST00000335624.4
CXCR3,ENSG00000186810.7,ENST00000373691.4
ZNF397,ENSG00000186812.12,ENST00000330501.11
ZSCAN30,ENSG00000186814.13,ENST00000420878.7
TPCN1,ENSG00000186815.12,ENST00000550785.5
LILRB4,ENSG00000186818.12,ENST00000391736.5
TNFRSF4,ENSG00000186827.10,ENST00000379236.3
KRT16,ENSG00000186832.8,ENST00000301653.8
HEXIM1,ENSG00000186834.3,ENST00000332499.3
SELENOV,ENSG00000186838.13,ENST00000335426.8
LCE1A,ENSG00000186844.5,ENST00000335123.3
KRT14,ENSG00000186847.5,ENST00000167586.6
TRABD2A,ENSG00000186854.10,ENST00000409520.6
KRTAP17-1,ENSG00000186860.4,ENST00000334202.4
PDZD7,ENSG00000186862.18,ENST00000619208.5
POFUT2,ENSG00000186866.16,ENST00000349485.9
QRFPR,ENSG00000186867.10,ENST00000394427.2
MAPT,ENSG00000186868.15,ENST00000344290.9
ERCC6L,ENSG00000186871.6,ENST00000334463.3
OR13F1,ENSG00000186881.3,ENST00000334726.3
TMEM17,ENSG00000186889.9,ENST00000335390.5
TNFRSF18,ENSG00000186891.13,ENST00000328596.10
FGF3,ENSG00000186895.3,ENST00000334134.3
C1QL4,ENSG00000186897.4,ENST00000334221.4
RTN4RL2,ENSG00000186907.7,ENST00000335099.7
ZDHHC17,ENSG00000186908.14,ENST00000426126.6
SERPINA11,ENSG00000186910.3,ENST00000334708.3
P2RY4,ENSG00000186912.6,ENST00000374519.3
ZNF395,ENSG00000186918.13,ENST00000344423.9
ZACN,ENSG00000186919.12,ENST00000334586.9
KRTAP22-1,ENSG00000186924.3,ENST00000334680.3
KRTAP19-6,ENSG00000186925.6,ENST00000334046.5
KRTAP6-2,ENSG00000186930.4,ENST00000334897.4
OR13C8,ENSG00000186943.1,ENST00000335040.1
PPARA,ENSG00000186951.16,ENST00000407236.5
TMEM232,ENSG00000186952.14,ENST00000455884.6
KRTAP19-2,ENSG00000186965.4,ENST00000334055.4
KRTAP19-4,ENSG00000186967.6,ENST00000334058.2
KRTAP15-1,ENSG00000186970.4,ENST00000334067.4
KRTAP13-4,ENSG00000186971.3,ENST00000334068.3
FAM183A,ENSG00000186973.10,ENST00000335282.4
EFCAB6,ENSG00000186976.14,ENST00000262726.11
KRTAP19-5,ENSG00000186977.2,ENST00000334151.2
KRTAP23-1,ENSG00000186980.6,ENST00000334160.5
KANK3,ENSG00000186994.11,ENST00000330915.7
EMID1,ENSG00000186998.15,ENST00000334018.10
ACTL7A,ENSG00000187003.6,ENST00000333999.4
KRTAP21-1,ENSG00000187005.4,ENST00000335093.4
RHD,ENSG00000187010.20,ENST00000342055.9
ESPN,ENSG00000187017.16,ENST00000645284.1
PNLIPRP1,ENSG00000187021.14,ENST00000528052.5
PTRH1,ENSG00000187024.14,ENST00000419060.5
KRTAP21-2,ENSG00000187026.2,ENST00000333892.2
SAMD7,ENSG00000187033.9,ENST00000428432.6
GPR141,ENSG00000187037.8,ENST00000447769.1
TMPRSS6,ENSG00000187045.18,ENST00000406856.7
CYP4A11,ENSG00000187048.12,ENST00000310638.8
TMEM216,ENSG00000187049.9,ENST00000515837.6
RPS19BP1,ENSG00000187051.8,ENST00000334678.7
TMPRSS11A,ENSG00000187054.15,ENST00000334830.11
TMEM262,ENSG00000187066.8,ENST00000530719.5
C3orf70,ENSG00000187068.2,ENST00000335012.2
TEAD1,ENSG00000187079.16,ENST00000527636.5
OR2AK2,ENSG00000187080.9,ENST00000641852.1
DEFB106B,ENSG00000187082.2,ENST00000335479.2
PLCD1,ENSG00000187091.13,ENST00000463876.5
CCK,ENSG00000187094.11,ENST00000396169.6
ENTPD5,ENSG00000187097.12,ENST00000334696.10
MITF,ENSG00000187098.15,ENST00000352241.8
HEATR4,ENSG00000187105.8,ENST00000553558.5
NAP1L1,ENSG00000187109.13,ENST00000618691.4
LILRA5,ENSG00000187116.13,ENST00000432233.7
CMC1,ENSG00000187118.13,ENST00000466830.5
SLIT1,ENSG00000187122.16,ENST00000266058.8
LYPD6,ENSG00000187123.14,ENST00000334166.8
AKR1C1,ENSG00000187134.13,ENST00000380872.8
VSTM2B,ENSG00000187135.7,ENST00000335523.7
FOXD3,ENSG00000187140.5,ENST00000371116.3
SPATA21,ENSG00000187144.11,ENST00000335496.5
RNF220,ENSG00000187147.17,ENST00000355387.6
ANGPTL5,ENSG00000187151.7,ENST00000334289.7
SHTN1,ENSG00000187164.19,ENST00000355371.8
H1FNT,ENSG00000187166.1,ENST00000335017.1
LCE4A,ENSG00000187170.4,ENST00000368777.1
LCE2A,ENSG00000187173.3,ENST00000368779.1
KRTAP12-1,ENSG00000187175.5,ENST00000391617.1
LCE2C,ENSG00000187180.3,ENST00000368783.1
AL162231.1,ENSG00000187186.14,ENST00000421828.6
ZNF546,ENSG00000187187.13,ENST00000347077.8
TSPYL4,ENSG00000187189.10,ENST00000420283.2
DAZ3,ENSG00000187191.14,ENST00000382365.6
MT1X,ENSG00000187193.8,ENST00000394485.4
GCNT1,ENSG00000187210.13,ENST00000442371.5
LCE2D,ENSG00000187223.3,ENST00000368784.1
SESTD1,ENSG00000187231.13,ENST00000428443.7
LCE3B,ENSG00000187238.5,ENST00000335633.1
FNBP1,ENSG00000187239.16,ENST00000446176.6
DYNC2H1,ENSG00000187240.14,ENST00000398093.7
KRT12,ENSG00000187242.5,ENST00000251643.5
MAGED4B,ENSG00000187243.16,ENST00000485287.5
BCAM,ENSG00000187244.11,ENST00000270233.11
RSBN1L,ENSG00000187257.15,ENST00000334955.12
NPSR1,ENSG00000187258.13,ENST00000381539.3
WDR86,ENSG00000187260.15,ENST00000469830.2
EPOR,ENSG00000187266.13,ENST00000222139.10
FAM9C,ENSG00000187268.11,ENST00000333995.7
KRTAP9-8,ENSG00000187272.6,ENST00000254072.6
CIDEC,ENSG00000187288.10,ENST00000383817.5
DCC,ENSG00000187323.11,ENST00000442544.6
TAF9B,ENSG00000187325.4,ENST00000341864.5
PCDHB13,ENSG00000187372.11,ENST00000341948.6
MAGI2,ENSG00000187391.20,ENST00000354212.8
LUZP2,ENSG00000187398.11,ENST00000336930.10
CHP1,ENSG00000187446.11,ENST00000334660.9
FPR3,ENSG00000187474.4,ENST00000339223.4
HIST1H1T,ENSG00000187475.5,ENST00000338379.5
C11orf96,ENSG00000187479.6,ENST00000617612.1
KCNJ11,ENSG00000187486.5,ENST00000339994.4
CDHR4,ENSG00000187492.8,ENST00000412678.6
COL4A1,ENSG00000187498.15,ENST00000375820.9
PLEKHG7,ENSG00000187510.9,ENST00000638590.1
GJA4,ENSG00000187513.8,ENST00000342280.4
PTMA,ENSG00000187514.16,ENST00000341369.11
HYPM,ENSG00000187516.6,ENST00000341016.4
HSPA14,ENSG00000187522.15,ENST00000378372.7
ATP13A5,ENSG00000187527.10,ENST00000342358.8
SIRT7,ENSG00000187531.13,ENST00000328666.10
PRR27,ENSG00000187533.13,ENST00000344526.9
IFT140,ENSG00000187535.13,ENST00000426508.6
POTEG,ENSG00000187537.13,ENST00000547848.5
PRAMEF10,ENSG00000187545.5,ENST00000235347.4
AGMO,ENSG00000187546.13,ENST00000342526.7
SBK2,ENSG00000187550.8,ENST00000413299.5
CYP26C1,ENSG00000187553.8,ENST00000285949.5
TLR5,ENSG00000187554.12,ENST00000642603.1
USP7,ENSG00000187555.14,ENST00000344836.8
NANOS3,ENSG00000187556.7,ENST00000339133.5
FOXD4L3,ENSG00000187559.5,ENST00000342833.3
NHLRC1,ENSG00000187566.5,ENST00000340650.5
DPPA3,ENSG00000187569.2,ENST00000345088.2
COX8C,ENSG00000187581.2,ENST00000342144.2
PLEKHN1,ENSG00000187583.10,ENST00000379410.7
ZNF385C,ENSG00000187595.16,ENST00000618554.4
MAGEH1,ENSG00000187601.4,ENST00000342972.2
TET3,ENSG00000187605.15,ENST00000409262.7
ZNF286A,ENSG00000187607.15,ENST00000464847.6
ISG15,ENSG00000187608.9,ENST00000379389.4
EXD3,ENSG00000187609.15,ENST00000340951.8
OR5W2,ENSG00000187612.1,ENST00000344514.1
MYMK,ENSG00000187616.4,ENST00000339996.3
C17orf97,ENSG00000187624.8,ENST00000360127.6
ZKSCAN4,ENSG00000187626.8,ENST00000377294.2
RGPD1,ENSG00000187627.15,ENST00000559485.2
DHRS4L2,ENSG00000187630.16,ENST00000335125.10
SAMD11,ENSG00000187634.11,ENST00000342066.7
PERM1,ENSG00000187642.9,ENST00000433179.3
VMAC,ENSG00000187650.3,ENST00000339485.3
C5orf52,ENSG00000187658.6,ENST00000409999.3
HAPLN4,ENSG00000187664.8,ENST00000291481.7
ERC2,ENSG00000187672.12,ENST00000288221.10
B3GLCT,ENSG00000187676.7,ENST00000343307.4
SPRY4,ENSG00000187678.9,ENST00000344120.4
ERAS,ENSG00000187682.2,ENST00000338270.1
TRPV2,ENSG00000187688.14,ENST00000338560.11
AMTN,ENSG00000187689.9,ENST00000339336.8
CXorf67,ENSG00000187690.3,ENST00000342995.3
C2orf88,ENSG00000187699.10,ENST00000340623.4
OR2T27,ENSG00000187701.4,ENST00000641652.1
TMEM203,ENSG00000187713.6,ENST00000343666.5
SLC18A3,ENSG00000187714.6,ENST00000374115.4
KBTBD12,ENSG00000187715.13,ENST00000405109.5
THSD4,ENSG00000187720.14,ENST00000355327.7
DNAJB13,ENSG00000187726.8,ENST00000339764.5
GABRD,ENSG00000187730.8,ENST00000378585.6
AMY1C,ENSG00000187733.6,ENST00000370079.3
TCEA1,ENSG00000187735.13,ENST00000521604.6
NHEJ1,ENSG00000187736.12,ENST00000356853.9
FANCA,ENSG00000187741.14,ENST00000389301.7
SECISBP2,ENSG00000187742.14,ENST00000375807.7
OR52B6,ENSG00000187747.2,ENST00000345043.2
C9orf153,ENSG00000187753.13,ENST00000339137.7
SSX7,ENSG00000187754.8,ENST00000298181.5
ADH1A,ENSG00000187758.7,ENST00000209668.2
SEMA4D,ENSG00000187764.11,ENST00000450295.5
KRTAP10-8,ENSG00000187766.1,ENST00000334662.2
LIN28B,ENSG00000187772.7,ENST00000345080.4
FAM69C,ENSG00000187773.8,ENST00000343998.7
MCRS1,ENSG00000187778.13,ENST00000357123.8
TMEM72,ENSG00000187783.11,ENST00000389583.4
FANCM,ENSG00000187790.10,ENST00000267430.9
FAM205C,ENSG00000187791.12,ENST00000603640.6
ZNF70,ENSG00000187792.4,ENST00000341976.4
CARD9,ENSG00000187796.14,ENST00000371732.9
PEAR1,ENSG00000187800.13,ENST00000338302.7
ZFP69B,ENSG00000187801.14,ENST00000411995.6
TMEM202,ENSG00000187806.8,ENST00000341689.3
SOWAHD,ENSG00000187808.4,ENST00000343905.4
ZFP69,ENSG00000187815.9,ENST00000372706.5
HELT,ENSG00000187821.8,ENST00000515777.5
RTL4,ENSG00000187823.3,ENST00000340433.3
TMEM220,ENSG00000187824.8,ENST00000341871.7
C2orf78,ENSG00000187833.7,ENST00000409561.1
HIST1H1C,ENSG00000187837.3,ENST00000343677.3
PLSCR3,ENSG00000187838.16,ENST00000535512.5
EIF4EBP1,ENSG00000187840.4,ENST00000338825.4
P2RX2,ENSG00000187848.13,ENST00000343948.8
ASCL4,ENSG00000187855.5,ENST00000342331.4
OR6C75,ENSG00000187857.4,ENST00000641576.1
CCDC157,ENSG00000187860.10,ENST00000405659.5
TTC24,ENSG00000187862.11,ENST00000368236.7
PALM3,ENSG00000187867.8,ENST00000340790.8
GFRAL,ENSG00000187871.2,ENST00000340465.2
FYB2,ENSG00000187889.12,ENST00000343433.6
SHISA7,ENSG00000187902.11,ENST00000376325.8
LRRC74B,ENSG00000187905.10,ENST00000442047.2
DMBT1,ENSG00000187908.17,ENST00000368909.7
CLEC17A,ENSG00000187912.11,ENST00000417570.5
OR51I2,ENSG00000187918.5,ENST00000641930.1
LCN10,ENSG00000187922.13,ENST00000497771.5
LDLRAD2,ENSG00000187942.11,ENST00000344642.6
C2orf66,ENSG00000187944.2,ENST00000342506.2
CYHR1,ENSG00000187954.12,ENST00000530374.5
COL14A1,ENSG00000187955.11,ENST00000297848.7
DNER,ENSG00000187957.7,ENST00000341772.4
CPSF4L,ENSG00000187959.9,ENST00000344935.8
KLHL17,ENSG00000187961.13,ENST00000338591.7
ZCCHC13,ENSG00000187969.5,ENST00000339534.3
ZSCAN23,ENSG00000187987.9,ENST00000289788.4
RINL,ENSG00000187994.13,ENST00000591812.1
C17orf99,ENSG00000187997.11,ENST00000340363.9
OR7D2,ENSG00000188000.4,ENST00000641288.1
TPRG1,ENSG00000188001.9,ENST00000345063.7
MORN2,ENSG00000188010.13,ENST00000410014.5
RTP5,ENSG00000188011.5,ENST00000343216.3
S100A3,ENSG00000188015.9,ENST00000368713.7
UBQLN2,ENSG00000188021.8,ENST00000338222.6
RILPL1,ENSG00000188026.12,ENST00000376874.8
C19orf67,ENSG00000188032.9,ENST00000548523.5
ZNF490,ENSG00000188033.9,ENST00000311437.10
CLCN1,ENSG00000188037.11,ENST00000343257.6
NRN1L,ENSG00000188038.7,ENST00000339176.7
NWD1,ENSG00000188039.14,ENST00000524140.6
ARL4C,ENSG00000188042.7,ENST00000339728.5
RNF133,ENSG00000188050.2,ENST00000340112.2
TMEM221,ENSG00000188051.6,ENST00000341130.5
TREML4,ENSG00000188056.11,ENST00000341495.6
RAB42,ENSG00000188060.7,ENST00000373826.3
WNT7B,ENSG00000188064.9,ENST00000339464.8
C11orf95,ENSG00000188070.9,ENST00000433688.2
SCGB1C1,ENSG00000188076.2,ENST00000342878.2
PRSS45,ENSG00000188086.13,ENST00000442359.2
PLA2G4E,ENSG00000188089.13,ENST00000399518.3
GPR89B,ENSG00000188092.14,ENST00000314163.11
MESP2,ENSG00000188095.5,ENST00000341735.4
FAM25A,ENSG00000188100.8,ENST00000343959.4
EYS,ENSG00000188107.14,ENST00000370621.7
C6orf132,ENSG00000188112.8,ENST00000341865.8
DAZ1,ENSG00000188120.14,ENST00000405239.5
OR2AG2,ENSG00000188124.3,ENST00000641124.1
MAPK12,ENSG00000188130.13,ENST00000215659.12
TMEM215,ENSG00000188133.5,ENST00000342743.5
NUTM2G,ENSG00000188152.12,ENST00000372322.3
COL4A5,ENSG00000188153.13,ENST00000328300.10
KRTAP10-6,ENSG00000188155.11,ENST00000400368.1
AGRN,ENSG00000188157.14,ENST00000379370.6
NHS,ENSG00000188158.15,ENST00000380060.7
OTOG,ENSG00000188162.10,ENST00000399391.6
FAM166A,ENSG00000188163.7,ENST00000344774.5
TMPPE,ENSG00000188167.8,ENST00000342462.4
ZNF626,ENSG00000188171.15,ENST00000601440.5
HEPACAM2,ENSG00000188175.9,ENST00000453812.2
SMTNL2,ENSG00000188176.11,ENST00000389313.8
ZC3H6,ENSG00000188177.13,ENST00000409871.5
LAMTOR4,ENSG00000188186.10,ENST00000341942.9
PRKAR1B,ENSG00000188191.14,ENST00000406797.5
NUTM2B,ENSG00000188199.10,ENST00000429828.5
NCR3LG1,ENSG00000188211.8,ENST00000338965.8
DCUN1D3,ENSG00000188215.9,ENST00000324344.8
POTEE,ENSG00000188219.14,ENST00000356920.9
ZNF793,ENSG00000188227.12,ENST00000445217.5
TUBB4B,ENSG00000188229.5,ENST00000340384.4
AGAP4,ENSG00000188234.13,ENST00000448048.6
COMMD6,ENSG00000188243.12,ENST00000355801.4
PLA2G2A,ENSG00000188257.11,ENST00000400520.7
IL17REL,ENSG00000188263.10,ENST00000389983.6
HYKK,ENSG00000188266.13,ENST00000569878.5
OR7A5,ENSG00000188269.9,ENST00000322301.4
C15orf62,ENSG00000188277.9,ENST00000344320.7
ZNF383,ENSG00000188283.11,ENST00000352998.7
HES4,ENSG00000188290.10,ENST00000428771.6
IGFL1,ENSG00000188293.5,ENST00000437936.1
ZNF669,ENSG00000188295.14,ENST00000343381.10
PEAK3,ENSG00000188305.5,ENST00000342063.4
LRRIQ4,ENSG00000188306.6,ENST00000340806.6
CENPP,ENSG00000188312.13,ENST00000375587.7
PLSCR1,ENSG00000188313.12,ENST00000342435.8
C3orf62,ENSG00000188315.7,ENST00000343010.7
ENO4,ENSG00000188316.13,ENST00000341276.9
ZNF559,ENSG00000188321.13,ENST00000587557.5
SBK1,ENSG00000188322.4,ENST00000341901.4
OR6C6,ENSG00000188324.4,ENST00000358433.3
BSPH1,ENSG00000188334.3,ENST00000344839.3
SLC38A3,ENSG00000188338.14,ENST00000614032.4
OR6N2,ENSG00000188340.2,ENST00000641131.1
GTF2F2,ENSG00000188342.11,ENST00000340473.7
FAM92A,ENSG00000188343.12,ENST00000518322.5
FOCAD,ENSG00000188352.12,ENST00000380249.5
PRR19,ENSG00000188368.9,ENST00000499536.2
ZP3,ENSG00000188372.14,ENST00000394857.7
C10orf99,ENSG00000188373.4,ENST00000372126.3
H3F3C,ENSG00000188375.4,ENST00000340398.4
IFNA2,ENSG00000188379.6,ENST00000380206.3
JAKMIP3,ENSG00000188385.11,ENST00000298622.8
PPP3R2,ENSG00000188386.6,ENST00000374806.1
PDCD1,ENSG00000188389.10,ENST00000334409.9
CLEC2A,ENSG00000188393.8,ENST00000455827.1
GPR21,ENSG00000188394.6,ENST00000373642.1
TCTEX1D4,ENSG00000188396.3,ENST00000339355.2
SELL,ENSG00000188404.8,ENST00000236147.4
MAGEB5,ENSG00000188408.5,ENST00000602297.1
CHM,ENSG00000188419.13,ENST00000357749.6
NANOS2,ENSG00000188425.3,ENST00000341294.3
BLOC1S5,ENSG00000188428.19,ENST00000397457.6
CERKL,ENSG00000188452.13,ENST00000339098.9
SLC24A5,ENSG00000188467.10,ENST00000341459.7
IER5L,ENSG00000188483.7,ENST00000372491.3
H2AFX,ENSG00000188486.3,ENST00000530167.1
INSC,ENSG00000188487.11,ENST00000379554.7
SERPINA5,ENSG00000188488.13,ENST00000329597.11
C19orf54,ENSG00000188493.14,ENST00000378313.6
LCTL,ENSG00000188501.11,ENST00000341509.9
NCCRP1,ENSG00000188505.4,ENST00000339852.4
KRTDAP,ENSG00000188508.10,ENST00000338897.3
COL25A1,ENSG00000188517.15,ENST00000399132.5
FAM83G,ENSG00000188522.14,ENST00000388995.10
CFAP77,ENSG00000188523.8,ENST00000343036.6
SRSF10,ENSG00000188529.14,ENST00000492112.2
HBA2,ENSG00000188536.13,ENST00000251595.11
DUSP28,ENSG00000188542.9,ENST00000405954.1
CCDC9B,ENSG00000188549.12,ENST00000559313.5
NBR1,ENSG00000188554.13,ENST00000341165.10
OR2G6,ENSG00000188558.6,ENST00000641804.1
RALGAPA2,ENSG00000188559.14,ENST00000202677.11
NDOR1,ENSG00000188566.13,ENST00000371521.8
NKAIN2,ENSG00000188580.14,ENST00000368417.5
KRTAP1-1,ENSG00000188581.8,ENST00000306271.4
PAQR9,ENSG00000188582.8,ENST00000340634.4
CFAP54,ENSG00000188596.10,ENST00000524981.8
CLN3,ENSG00000188603.19,ENST00000569430.6
FAM72B,ENSG00000188610.12,ENST00000369390.7
ASAH2,ENSG00000188611.14,ENST00000395526.8
SUMO2,ENSG00000188612.11,ENST00000420826.6
NANOS1,ENSG00000188613.6,ENST00000425699.2
HMX3,ENSG00000188620.9,ENST00000357878.5
IGFL3,ENSG00000188624.2,ENST00000341415.2
GOLGA8M,ENSG00000188626.6,ENST00000563027.1
ZNF177,ENSG00000188629.12,ENST00000434737.6
RTL6,ENSG00000188636.3,ENST00000341255.3
DPYD,ENSG00000188641.13,ENST00000370192.7
S100A16,ENSG00000188643.10,ENST00000368704.5
PTAR1,ENSG00000188647.12,ENST00000340434.4
CC2D2B,ENSG00000188649.13,ENST00000410012.6
RNASE9,ENSG00000188655.10,ENST00000404716.7
SAXO2,ENSG00000188659.9,ENST00000339465.5
RHCE,ENSG00000188672.18,ENST00000294413.12
C2orf80,ENSG00000188674.10,ENST00000341287.8
IDO2,ENSG00000188676.13,ENST00000502986.2
PARVB,ENSG00000188677.14,ENST00000406477.7
SLC4A5,ENSG00000188687.17,ENST00000346834.8
UROS,ENSG00000188690.13,ENST00000368797.9
OR56A5,ENSG00000188691.5,ENST00000532411.2
KRTAP24-1,ENSG00000188694.5,ENST00000340345.5
ZDHHC9,ENSG00000188706.12,ENST00000357166.10
ZBED6CL,ENSG00000188707.5,ENST00000343855.5
QRFP,ENSG00000188710.2,ENST00000623824.1
DUPD1,ENSG00000188716.5,ENST00000338487.5
SMIM15,ENSG00000188725.7,ENST00000339020.7
OSTN,ENSG00000188729.6,ENST00000339051.2
VWC2,ENSG00000188730.4,ENST00000340652.4
FAM221A,ENSG00000188732.10,ENST00000344962.8
TMEM120B,ENSG00000188735.12,ENST00000449592.6
FSIP2,ENSG00000188738.14,ENST00000424728.5
RBM34,ENSG00000188739.14,ENST00000408888.7
NOXA1,ENSG00000188747.8,ENST00000341349.6
TMEM198,ENSG00000188760.10,ENST00000344458.6
BCL2L15,ENSG00000188761.12,ENST00000393316.7
FZD9,ENSG00000188763.4,ENST00000344575.4
SPRED3,ENSG00000188766.12,ENST00000338502.8
OPTC,ENSG00000188770.9,ENST00000367222.6
PLET1,ENSG00000188771.4,ENST00000338832.3
ADRB3,ENSG00000188778.5,ENST00000345060.4
SKOR1,ENSG00000188779.10,ENST00000341418.9
CATSPER4,ENSG00000188782.8,ENST00000456354.6
PRELP,ENSG00000188783.5,ENST00000343110.2
PLA2G2E,ENSG00000188784.4,ENST00000375116.3
ZNF548,ENSG00000188785.11,ENST00000336128.11
MTF1,ENSG00000188786.9,ENST00000373036.4
TMCO2,ENSG00000188800.5,ENST00000372766.3
SHISA6,ENSG00000188803.14,ENST00000441885.7
TMEM201,ENSG00000188807.12,ENST00000340381.10
NHLRC3,ENSG00000188811.13,ENST00000379600.7
HMX2,ENSG00000188816.3,ENST00000339992.3
SNTN,ENSG00000188817.7,ENST00000343837.7
ZDHHC11,ENSG00000188818.12,ENST00000283441.12
CALHM6,ENSG00000188820.12,ENST00000368605.2
CNR2,ENSG00000188822.7,ENST00000374472.4
SLX4,ENSG00000188827.10,ENST00000294008.3
GLRA4,ENSG00000188828.11,ENST00000372617.4
ENTPD8,ENSG00000188833.9,ENST00000371506.6
RPL14,ENSG00000188846.13,ENST00000338970.10
BEND4,ENSG00000188848.15,ENST00000502486.5
FAM78B,ENSG00000188859.6,ENST00000338353.3
ZNF563,ENSG00000188868.13,ENST00000293725.9
TMC3,ENSG00000188869.12,ENST00000359440.5
FBF1,ENSG00000188878.19,ENST00000636174.1
KLRG2,ENSG00000188883.4,ENST00000340940.4
ASTL,ENSG00000188886.3,ENST00000342380.2
MSL1,ENSG00000188895.11,ENST00000579565.5
LRRK2,ENSG00000188906.15,ENST00000298910.11
BSX,ENSG00000188909.4,ENST00000343035.2
GJB3,ENSG00000188910.7,ENST00000373366.2
INSYN2,ENSG00000188916.8,ENST00000522781.5
TRMT2B,ENSG00000188917.14,ENST00000372936.3
HACD4,ENSG00000188921.13,ENST00000495827.2
CFAP126,ENSG00000188931.3,ENST00000367974.1
NYX,ENSG00000188937.5,ENST00000342595.2
FAM120AOS,ENSG00000188938.16,ENST00000375412.10
UTS2B,ENSG00000188958.9,ENST00000340524.9
C9orf152,ENSG00000188959.9,ENST00000400613.4
NOC2L,ENSG00000188976.10,ENST00000327044.6
MSANTD1,ENSG00000188981.10,ENST00000438480.6
AADACL3,ENSG00000188984.11,ENST00000359318.7
NELFB,ENSG00000188986.6,ENST00000343053.4
LIPI,ENSG00000188992.11,ENST00000344577.6
LRRC66,ENSG00000188993.3,ENST00000343457.3
ZNF292,ENSG00000188994.12,ENST00000369577.7
HUS1B,ENSG00000188996.4,ENST00000380907.2
KCTD21,ENSG00000188997.7,ENST00000340067.3
SBSN,ENSG00000189001.10,ENST00000452271.6
ADAT2,ENSG00000189007.15,ENST00000237283.8
KIR2DL4,ENSG00000189013.14,ENST00000345540.9
MAGEB16,ENSG00000189023.10,ENST00000399989.5
DUSP21,ENSG00000189037.7,ENST00000339042.5
ZNF567,ENSG00000189042.13,ENST00000536254.6
NDUFA4,ENSG00000189043.9,ENST00000339600.5
ANKDD1B,ENSG00000189045.13,ENST00000601380.2
ALKBH2,ENSG00000189046.10,ENST00000429722.2
RNFT1,ENSG00000189050.15,ENST00000305783.12
RNF222,ENSG00000189051.5,ENST00000399398.2
CGB5,ENSG00000189052.6,ENST00000301408.6
RELN,ENSG00000189056.13,ENST00000428762.5
FAM111B,ENSG00000189057.10,ENST00000343597.3
APOD,ENSG00000189058.8,ENST00000343267.7
H1F0,ENSG00000189060.5,ENST00000340857.3
GAGE2A,ENSG00000189064.8,ENST00000362097.1
LITAF,ENSG00000189067.12,ENST00000571688.5
VSTM1,ENSG00000189068.10,ENST00000338372.6
TMEM120A,ENSG00000189077.10,ENST00000439537.5
ARID2,ENSG00000189079.15,ENST00000334344.10
FAM25G,ENSG00000189090.7,ENST00000452267.1
SF3B3,ENSG00000189091.12,ENST00000302516.9
PRSS48,ENSG00000189099.11,ENST00000455694.6
IL1RAPL2,ENSG00000189108.12,ENST00000372582.5
BLOC1S3,ENSG00000189114.6,ENST00000433642.2
SP6,ENSG00000189120.4,ENST00000536300.1
ANKRD34B,ENSG00000189127.7,ENST00000338682.7
PLAC9,ENSG00000189129.13,ENST00000372263.3
FAM47B,ENSG00000189132.6,ENST00000329357.6
NKAPL,ENSG00000189134.3,ENST00000343684.3
FSCB,ENSG00000189139.5,ENST00000340446.4
CLDN4,ENSG00000189143.9,ENST00000435050.1
ZNF573,ENSG00000189144.13,ENST00000536220.5
GRAPL,ENSG00000189152.10,ENST00000344415.8
FAM47E,ENSG00000189157.13,ENST00000424749.6
JPT1,ENSG00000189159.15,ENST00000356033.8
ZNF527,ENSG00000189164.14,ENST00000436120.6
ZAR1L,ENSG00000189167.11,ENST00000533490.6
KRTAP10-12,ENSG00000189169.7,ENST00000400365.3
S100A13,ENSG00000189171.14,ENST00000440685.6
ZNF33A,ENSG00000189180.15,ENST00000307441.13
OR14I1,ENSG00000189181.4,ENST00000342623.4
KRT77,ENSG00000189182.9,ENST00000341809.7
PCDH18,ENSG00000189184.11,ENST00000344876.8
DCAF8L2,ENSG00000189186.10,ENST00000451261.6
ZNF600,ENSG00000189190.10,ENST00000338230.3
BTBD8,ENSG00000189195.12,ENST00000636278.1
MAOA,ENSG00000189221.9,ENST00000338702.3
